track_title,valence,lyrics,album_yr
Her ,0.448,"the world is a complex
we wus lookin' for love
i was just one of those people
i did not believe what love was
i wanted to love like a habit
but i found myself
the whole new myself
i'm confused. what's really going on?
i will meet you and i will not be a book
or did you take over my bookshelf?
damn
anyway, i want you the best man way
probably because you were the world itself
if you die, you must die with me god i swore to myself
so many complex
but i'm lookin' for love
i love fake country
you are the beginning and the ending itself
you must finish me
all my wonder
answer to
i call you her, her
cuz you're my tear, tear
all my wonder
answer to
i call you her, her
cuz you're my tear, tear
maybe i'm your truth and i'm lying
maybe your love and hate
maybe i'm your enemy
your heaven and hell, sometimes
proud and humiliated
i will never take off my mask
i'm not the one you know in this mask
make up to wake up today
and dress up to mask on
to be the one you love
to become the one you love
i liked his xx too
just for you
excessive make-up
your laughter and happiness is the
measure of my happiness
oh my darling i am deserved of your love
always try to be your best
i did not know that
all my wonder
answer to
i call you her, her
cuz you're my tear, tear
all my wonder
answer to
i call you her, her
cuz you're my tear, tear
as always, mask on
cheer me
your only star. shine without a thing
in the most brilliant time i have to mask off
lost star drop my luggage and enjoy the darkness
yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah
just as you go
as soon as i get it, do not get me
tick ​​tock the dark is over
to be your best again
grab myself
love makes people crazy
yeah
i will assign it to the best expression
give me the answers i gave you for all of you
you love it
i am trying for it
a night that finds new meaning in your presence and shines
i got it. when the darkness is over
you are the morning to me
you woke me up
all my wonder
answer to
i call you her, her
cuz you're my tear, tear
all my wonder
answer to
i call you her, her
cuz you're my tear, tear",2018
Singularity ,0.204,"a sound of something breaking
i awake from sleep
a sound full of unfamiliarity
try to cover my ears but can’t go to sleep

the pain in my throat gets worse
try to cover it
i don’t have a voice
today i hear that sound again

it’s ringing again, that sound
a crack again on this frozen lake
i dumped myself into the lake
i buried my voice for you
over the winter lake i was thrown

a thick ice has formed
in the dream i shortly went into
my agonizing phantom pain is still the same
have i lost myself

or have i gained you
i suddenly run to the lake
there’s my face in it
please don’t say anything

reach my hand out to cover the mouth
but in the end, spring will come someday
the ice will melt and flow away
tell me if my voice isn’t real

if i shouldn’t have thrown myself away
tell me if even this pain isn’t real
what i was supposed to do back then",2018
Trivia 轉: Seesaw ,0.678,"it was a good start
the ups and downs, themselves
before i knew it, we grew tired
with meaningless emotional drains
repeated seesaw game
now, i'm so sick of this
repeated seesaw game
we're getting sick and tired of each other
were the petty arguments the start?
the moment i became heavier than you
because there have never been parallels in the first place
maybe it was my greed trying to match myself with you
if it was love, and if this is what love means
is there really a need to keep repeating ourselves
we're tired of each other, yet seem to be holding the same cards
well, then
alright, a repeating seesaw game
it's about time we put an end to it
all right, this boring seesaw game
somebody has to get off of it
there's no turning back
let's not measure who will get off first
let’s not drag things out
let's follow our hearts
let's put an end to this
this repeated seesaw game
let's end this now
people can be so crafty
we know someone gets hurt if the other is gone
but because we don't want to be the villains
in the midst of a series of vague responsibilities
we became so sick of each other that we finally became parallel
although this wasn't the kind of parallel that i wanted
at first, we showed off who was heavier
we bragged and smiled at each other
now we're trying measure who's heavier
a competition between us
that became a flame, igniting quarrels
it’ll only end if someone gets off right here
acting like we’re comforting each other
with words mixed with thorns
can’t keep doing this, we need to make a decision
if we didn’t have feelings for each other
if we didn’t think of each other
would we have dragged it out like this?
now if you don’t have any more feelings
this seesaw is dangerous
stop thinking about me
alright, a repeating seesaw game
it's about time we put an end to it
all right, this boring seesaw game
somebody has to get off of it
there's no turning back
(hol' up hol' up) i walk on this seesaw without you
(hol' up hol' up) just like the beginning when you weren't here
(hol' up hol' up) i walk on this seesaw without you
(hol' up hol' up) i'm getting off this seesaw without you
alright, a repeating seesaw game
it's about time we put an end to it
all right, this boring seesaw game
somebody has to get off of it
there's no turning back
let's not measure who will get off first
let’s not drag things out
let's follow our hearts
let's put an end to this
this repeated seesaw game
let's end this now
(hol' up hol' up) i walk on this seesaw without you
(hol' up hol' up) just like the beginning when you weren't here
(hol' up hol' up) i walk on this seesaw without you
(hol' up hol' up) i'm getting off this seesaw without you",2018
Tear ,0.467,"goodbyes are, for me, a tear
without even knowing, it blooms around my eyes
the words that i could not bring myself to say flow down
and lingering regret crawls over my face
to me, you were once my dear
but now you're merely a bitter beer
my heart that's stained with belated self-loathing
becomes empty even with the passing breeze
at the end of my play where breakup was a lie
the price that i had to pay came to me
if someone said they would turn back the time for me
would i have been able to be a bit more honest?
the bare face that only i know
the ugly and pathetic old friends within me
would you still be able to love me again like before
with that smile with which you used look at me
stop saying things like forever, forever
after all, the end originally exists
if there's a start, i don't wanna listen to that
words that are too correct or too much consolation.. i don't wanna listen to that
i was just so scared
because it seemed like perhaps i had never loved you at all
although it was late, that you were true
that only you loved me
more

you're my tear
you're my, you’re my tear
you're my tear
you're my, you're my tear
you're my tear
you're my, you're my tear
what more can i say?
you're my tear

we walked towards the same place
but this place becomes our last
although we used to talk about forever
now we break each other without mercy
although we thought that we dreamed the same dream
that dream has finally become a dream
my heart is torn, please burn it instead
so that pain and regret, none of that would be left

you're my tear
you're my, you're my tear
you're my tear
you're my, you're my tear
you're my fear
you're my, you're my fear
what more can i say?
you're my...

goodbyes are t.e.a.r
because things like tears are a luxury
there's no such thing as beautiful goodbyes
so just begin now
woo take it easy, slowly carve out my heart
that's right, that’s right, gently step on the shards that have shattered
so that regret, regret, such a thing will no longer be left
please burn up my heart that was torn into shreds
that's right, right there, what are you hesitating for
this is the ending you were wishing for
so go on and kill me without hesitating
woo yeah yeah burn it
woo yeah yeah yeah burn it
woo yeah yeah yeah burn it
so not even the ashes remain

this is the real you and this is the real me
now we've seen the end and not even resentment is left
i've woken up from the sweet dream and i close my eyes
this is the real you and this is the real me

we walked towards the same place
but this place becomes our last
although we used to talk about forever
now we break each other without mercy
although we thought that we dreamed the same dream
that dream has finally become a dream
my heart is torn, please burn it instead
so that pain and regret, none of that would be left

you're my tear
you're my, you're my tear
you're my tear
you're my, you're my tear
you're my fear
you're my, you're my fear
what more can i say?
you're my...

what should i say?
we know
the answer is fixed
but replying is always hard

why are you spilling it?
why are you tearing it up?
it's useless, to me
goodbye to me is only those moments (flashback)
the moment you say words from your mouth
the moment our focus becomes irregular
at the moment where everything is dangerous
our end that two letters handed to us
that i won't cry, that i won't tear it up
i can't say those kinds of words. in the future i, too
breakup, incurable disease
you're my beginning and my end, that is all
my meeting and my farewell
you were everything, step forward fear
it will be repeated, caused by you
tear
tear",2018
Epiphany,0.327,"so weird, i for sure loved you so much
adapted to you with everything, i wanted to live my life for you
but as i keep doing that i just can't bear the storm inside my heart
the real myself inside the smiling mask, i reveal it entirely

i’m the one i should love in this world
shining me, precious soul of mine
i finally realized so i love me
not so perfect but so beautiful
i’m the one i should love

i’m shaking and afraid but i keep going forward
i’m meeting the real you, hidden in the storm
why did i want to hide my precious self like this?
what was i so afraid of?
why did i hide my true self?

i’m the one i should love in this world
shining me, precious soul of mine
i finally realized so i love me
not so perfect but so beautiful
i'm the one i should love""",2018
I'm Fine ,0.302,"open your eyes under the cold blue sky
the pouring sun makes me dizzy
my breath is quickening, my heart is racing
i can feel it so easily that i’m alive

it’s alright, even if it’s not us
even if sadness erases me
even if there are clouds
even if i’m in an endless dream
even if i’m endlessly crumpled
even if my wings are torn
even if some day, i’m not me anymore
it’s alright, only i am my own salvation
i won’t ever die in this walk
how you doin? im fine
my sky is clear
all pain, say goodbye
goodbye

my cold heart
has forgotten how to call you
but i’m not lonely, i’m fine, i’m fine
the darkness of the night
shakes awake my sleeping dreams
but i’m not afraid, i’m fine, i’m fine

i'm feeling just fine, fine, fine
i'll let go of your hand now
i know i'm all mine, mine, mine
cuz i'm just fine
i'm feeling just fine, fine, fine
i don't want to be sad anymore
i could see the sunshine, shine, shine
cuz i'm just fine, just fine

(hey, hope world)
i’m just fine, all of my pain
i can overcome without you
i’m just fine, don’t worry
i can smile now
because everyone knows your voice

i’m so fine, you so fine
all of the sadness and scars
became an old memory now
so let’s smile and let go, we so fine
i’m so fine, you so fine
our future will only have happiness
so put away your fear
enjoy it, you worked hard, we so fine

my cold heart
has forgotten how to call you
but i’m not lonely, i’m fine, i’m fine
the darkness of the night
shakes awake my sleeping dreams
but i’m not afraid, i’m fine, i’m fine

i'm feeling just fine, fine, fine
i'll let go of your hand now
i know i'm all mine, mine, mine
cuz i'm just fine
i'm feeling just fine, fine, fine
i don't want to be sad anymore
i could see the sunshine, shine, shine
cuz i'm just fine, just fine

can you see it too?
the dim moonlight?
can you hear it too?
that faint echo?

i'm feeling just fine, fine, fine
i'll yell it out myself
casting a spell
on this repeating nightmare
i’m feeling just fine, fine, fine
i’ll keep telling myself
even if i fall down again
i’m fine

i'm feeling just fine, fine, fine
i'll yell it out myself
casting a spell
on this repeating nightmare
i’m feeling just fine, fine, fine
i’ll keep telling myself
even if i fall down again
i'm fine
i'm fine",2018
IDOL ,0.422,"you can call me artist (artist)
you can call me idol (idol)
no matter what you call me
i don’t care
i’m proud of it (proud it)
i’m free (free)
no more irony (irony)
cuz i was always just me

they point fingers at me
but i don’t care at all
whatever the reason for your criticism is
i know what i am (i know what i am)
i know what i want (i know what i want)
i never gon’ change (i never gon' change)
i never gon’ trade
(trade off)

keep on chit-chatting, saying this and that
i do what i do, so you do you
you can’t stop me lovin’ myself

eolssu, i like it
you can’t stop me lovin’ myself
i like the shouts
you can’t stop me lovin’ myself

oh-oh-owoah
oh-oh-owoah-owoah
oh-oh-owoah
dunkiduk kungduruhruh
ulssu
oh-oh-owoah
oh-oh-owoah-owoah
oh-oh-owoah
dunkiduk kungduruhruh
ulsoo

face off, just like john woo, ay
top star with that spotlight, ay
sometimes like a superhero
i'm your anpanman
24 hours isn’t enough
can’t afford to be confused
i do my thang (i do my thang)
i love myself (i love myself)

i love myself, i love my fans
love my dance and my what
there are hundreds of me’s inside of me
i’m facing a new me again today
it’s all me anyway
so instead of worrying, i’m just gonna run
runnin’ man
runnin’ man
runnin’ man

keep on chit-chatting, saying this and that
i do what i do, so you do you
you can’t stop me lovin’ myself

eolssu, i like it
you can’t stop me lovin’ myself
i like the shouts
you can’t stop me lovin’ myself

oh-oh-owoah
oh-oh-owoah-owoah
oh-oh-owoah
deonggideok kungdeoreoreo
eolssu
oh-oh-owoah
oh-oh-owoah-owoah
oh-oh-owoah
deonggideok kungdeoreoreo
eolssu

i’m so fine wherever i go
even if it takes a while sometimes
it’s okay, i’m in love with my-my myself
it’s okay, i’m happy in this moment

ulssu, i like it
you can’t stop me lovin’ myself
i like the shouts
you can’t stop me lovin’ myself

oh-oh-owoah
oh-oh-owoah-owoah
oh-oh-owoah
dunkiduk kungduruhruh
ulssu
oh-oh-owoah
oh-oh-owoah-owoah
oh-oh-owoah
dunkiduk kungduruhruh
ulssu",2018
Answer: Love Myself ,0.45,"i’m opening my eyes in the darkness
when my heartbeat sounds unfamiliar
i’m looking at you in the mirror
the fear-ridden eyes, asking the question

loving myself might be harder
than loving someone else
let’s admit it
the standards i made are more strict for myself
the thick tree rings in your life
it’s part of you, it’s you
now let’s forgive ourselves
our lives are long, trust yourself when in a maze
when winter passes, spring always comes

from the eyes of the cold night
i try to hide myself
as i keep tossing and turning ey
maybe i fell in order to take the place of those countless stars
the target of  thousands of bright arrows is me alone

you’ve shown me i have reasons
i should love myself (oh)
i’ll answer with my breath, my path

the me of yesterday, the me of today, the me of tomorrow
(i’m learning how to love myself)
with no exceptions, it’s all me

maybe there’s no answer
maybe this isn’t the answer either
it’s just that loving myself
doesn’t require anyone else’s permission
i’m looking for myself again
but i don’t wanna die anymore
me, who used to be sad
me, who used to be hurt
it’ll make me more beautiful

yes, i have that beauty
knowing that is going
on the path to loving myself
it’s what i need the most
i’m walking for myself
it’s an action needed for me
my attitude towards myself
that’s the happiness i need for me
i’ll show you what i got
i’m not afraid because it’s me
love myself

from the very beginning
to the very end
there’s only one answer ey
why do you keep trying to hide under your mask? (hey)
even all the scars from your mistakes make up your constellation (ey)

you’ve shown me i have reasons
i should love myself (oh)
i’ll answer with my breath, my path

inside of me
there’s still
that awkward part of me but (woah)

you’ve shown me i have reasons
i should love myself
(i’m learning how to love myself oh)
i’ll answer with my breath, my path

the me of yesterday, the me of today, the me of tomorrow (woah)
(i’m learning how to love myself)
with no exceptions, it’s all me",2018
Intro: Persona ,0.652,"who am i? the question i had my whole life
the question which i probably won’t find an answer to my whole life
if i were answerable with a few more words
then god wouldn’t have created all these various beauties
how you feel? how’re you feeling right now?
actually i’m real good but a little uncomfortable
i'm still not so sure if i'm a dog or a pig or what else
but then other people come out and put the pearl necklace on me
ptui!
i laugh more than i did before
i dreamt of becoming a superhero
now it feels like i really became one
but as it goes on there’s so much blabbering
one says, ""run"" another says, ""stop""
this one says, ""look at the forest"" that one says, ""look at the wild flower""
my shadow, i wrote and called it hesitation
it has never hesitated after becoming that
it keeps appearing under the stage or the light
keeps glaring at me scorchingly like a heat wave (oh shit)
hey, have you already forgotten why you even started this
you were just digging it that someone was listening
sometimes everything sounds like freakin' nonsense
you know what comes out of you when you're drunk.. like immaturity
someone like me ain't good enough for music
someone like me ain't good enough for the truth
someone like me ain't good enough for a calling
someone like me ain't good enough to be a muse
the flaws of mine that i know
maybe that's all i've got really
the world is actually not interested in my clumsiness at all
the regrets that i don't even get sick of anymore
i tumble with them every night until i'm disgusted
and twist the irreversible time habitually
there's something that raised me up again every time
the first question
the three syllables of my name and the word 'but' that should come before any of those
so i'm askin' once again yeah
who the hell am i?
tell me all your names baby
do you wanna die?
oh do you wanna go?
do you wanna fly?
where's your soul? where's your dream?
do you think you're alive?
i don't know man
but i know one thing
my name is r
the 'me' that i remember and people know
the 'me' that i created myself to vent out
yeah maybe i have been deceiving myself
maybe i've been lying
but i'm not embarrassed anymore this is the map of my soul
dear myself
you must never lose your temperature
cuz you don't need to be neither warm nor cold
though i might sometimes be hypocritical or pretend to be evil
this is the barometer of my direction i want to keep
the 'me' that i want myself to be
the 'me' that people want me to be
the 'me' that you love
and the 'me' that i create
the 'me' that's smiling
the me that's sometimes in tears
vividly breathing each second and every moment even now
persona
who the hell am i
i just wanna go
i just wanna fly
i just wanna give you all the voices till i die
i just wanna give you all the shoulders when you cry
persona
who the hell am i
i just wanna go
i just wanna fly
i just wanna give you all the voices till i die
i just wanna give you all the shoulders when you cry",2018
작은 것들을 위한 시 (Boy With Luv) ft. Halsey ,0.798,"(oh-oh-oh-oh-oh)
(oh-oh-oh-oh-oh)
(oh-oh-oh-oh-oh)
(oh-oh-oh-oh-oh)

i'm curious about you, how's your day?
oh, tell me (oh yeah oh yeah, ah yeah ah yeah)
what makes you happy?
oh, text me (oh yeah oh yeah, oh yeah oh yeah)

your every picture
i wanna have under my pillow, oh, oh bae
come be my teacher
teach me everything about you
your one, your two

listen my my baby
i'm flying high up in the sky
(with the two wings that you gave me back then)
now it's so high up here
i want you tuned in to my eyes
yeah, you makin' me a boy with luv

oh my, my, my, (uh) oh my, my, my
i've waited all my life
i want to be with you through everything
oh my, my, my, (yeah) oh my, my, my
looking for something right
okay, now, i kinda get it

(oh-oh-oh-oh-oh)
i want something stronger (i want it)
(oh-oh-oh-oh-oh)
than a moment, than a moment, love
(oh-oh-oh-oh-oh)
i have waited longer
(oh-oh-oh-oh-oh)
for a boy with, for a boy with luv

from the moment i met you, ya, my life was all you, ya
you’re the star that turns ordinaries into extraordinaries, oh yeah
one after another ay, ay, everything is special ay, ay
the things you’re interested in, the way you walk or talk, and every little trivial habit of yours

(hope world, ay)
everyone says that i used to be so little and now i became a hero (oh no)
i say that something like destiny was never my thing (oh no)
world peace (no way)
a great order (no way)
i just want to keep you safe
(boy with luv)

listen my my baby
i'm flying high up in the sky
(with the two wings that you gave me back then)
now, it's so high up here
i want you tuned in to my eyes
yeah, you makin' me a boy with luv

oh my, my, my, (uh) oh my, my, my
you got me high so fast
i want to be with you through everything
oh my, my, my, oh my, my, my
you got me fly so fast
okay, now, i kinda' get it

(oh-oh-oh-oh-oh)
love is nothing stronger (i want it)
(oh-oh-oh-oh-oh)
(than a boy with) than a boy with luv
(oh-oh-oh-oh-oh)
love is nothing stronger
(oh-oh-oh-oh-oh)
(than a boy with) than a boy with luv

i'll tell you frankly
sometimes i was a little stuck up
elevated sky, expanded halls
sometimes i prayed, let me run away
but your pain is my pain
when i realised that, i vowed to myself (yeah)
with the wings of icarus you gave me (uh)
not towards the sun but towards you
let me fly

oh my, my, my, (uh) oh my, my, my
i've waited all my life (all my life)
i want to be with you through everything
oh my, my, my, (yeah) oh my, my, my (oh, oh)
looking for something right (right)
okay, now, i kinda' get it

(oh-oh-oh-oh-oh)
i want something stronger (i want something stronger, i want it)
(oh-oh-oh-oh-oh)
than a moment, than a moment, love (mo-moment, love)
(oh-oh-oh-oh-oh)
love is nothing stronger (ooh ooh, oh yeah)
(oh-oh-oh-oh-oh)
(than a boy with) than a boy with luv",2019
소우주 (Mikrokosmos) ,0.475,"twinkling starlight
building with blinking light
we're shining brightly
in our own rooms, in our own stars

(ayo) one light is ambition
some light is rebellion
people's lights
all are precious
this dark night (don't be lonely)
like stars (we shine)
don't disappear
'cause you're a big existence
let us shine

perhaps the reason this night looks so beautiful (oh)
is not because of these stars or lights, but us

you got me
i dream while looking at you
i got you
inside those pitch black nights
the lights we saw in each other
were saying the same thing
starlight that shines brighter in the darkest night

starlight that shines brighter in the darkest night
the deeper the night, the brighter the starlight

one history in one person
one star in one person
7 billion different worlds
shining with 7 billion lights
7 billion lives, the city's night view
is possibly another city's night
our own dreams, let us shine
you shine brighter than anyone else
one

perhaps the reason this night looks so beautiful (oh)
is not because of these stars or lights, but us

you got me
i dream while looking at you
i got you
inside those pitch black nights
the lights we saw in each other
were saying the same thing
starlight that shines brighter in the darkest night

starlight that shines brighter in the darkest night
the deeper the night, the brighter the starlight

city lights, this city's star
i remember the night sky i saw when i was young
where people are light
where people are stars
in this place full of where
people are lights
we shinin'

you got me
i breathe while looking at you
i got you
inside those pitch black nights (shine)

shine, dream, smile (yeah, eh-eh-eh)
oh, let us light up the night
we shine in our own ways (our own ways)
shine, dream, smile
oh, let us light up the night
(oh, let us light up the night)
we shine just the way we are (we are)
tonight (tonight)
na-na-na-na-na-na
na-na-na-na-na-na-na-na
na-na-na-na-na-na
na-na-na-na-na-na-na-na
na-na-na-na-na-na
na-na-na-na-na-na-na-na
na-na-na-na-na-na
na-na-na-na-na-na-na-na",2019
Make It Right ,0.261,"the moment i noticed myself
i had to leave
i had to find out
all day all night

across the desert and the sea
this wide, wide world
i wandered
baby i

i could make it better
i could hold you tighter
on that long road
oh you're the light
uninvited
unwelcome
the only one who recognized me

this eternal night with no end in sight
it's you who gifted me the morning
can i now hold that hand?
oh oh
i can make it right

all right
all right
oh i can make it right

all right
all right
oh i can make it right

i became a hero in this world
the loud screams that seek me out
my hand, trophy and a gold microphone
all day, everywhere
but all of this is about reaching you
it's the answer to my journey
i'm singing to find you
baby to you

a little taller than i was before
with a voice a little more solid
all of this to go back to you
now i'll spread wide a map called you
my rehab
look at me, why can't you recognize me?
i don't want to hear other people's noises
your fragrance still penetrates and breaks me down
let's go back to that time

baby i know
i can make it better
i can hold you tighter
all those roads
are pointing to you

everything was useless
anything other than you
just touch me like that time

this eternal night with no end in sight
it's you who gifted me the morning
now can i hold that hand?
oh oh
i can make it right

all right
all right
oh i can make it right

all right
all right
oh i can make it right

you are still beautiful
just hold me silently like you did that day, that time
the reason i survived in hell
it's for you, it was not for me
if you know, don't hesitate and please save my life
i'm thirsty wandering this desert without you
so hurry and grab me quickly
i know the sea without you is the same as a desert

all right
i can make it better
i can hold you tighter
oh i can make it right

everything was useless
anything other than you
oh i can make it right",2019
HOME ,0.535,"i'm exhausted man
oh, guess what?
i just want to go home

in this excitement that's driving me crazy
i wasn't even able to greet you (yeah, right)
yeah i´m going out baby
the whole world is my home

crazy for myself (yeah)
like everything would work out when i opened that door (right)
like i was about to show something (uh huh)
i left home
(hoping all this imagination doesn't end as illusions)

oh yeah i did it, me shine with flashin' lights
got lotta friends, my quiet personal space
yeah, i remember when i thought i could do everything
i saw the ocean, yeah, before i opened this door
oh yeah

whatever i fill becomes emptier
the more we're together, i feel lonelier
half-closed eyes, sleepless light
the place where you are

that place is probably mi casa
with you i'mma feel rich (yeah)
that place is no other than mi casa
turn it on, your switch (switch)
yeah

it's comfortable even as you say nothing
with you, anywhere will be my home
you know i want that
home
you know you got that
home

your love your love your love (i miss that)
your love your love your love (i want that)
your touch your touch your touch (i need that)
la la la la la la la la la la i love it

my feet look strange in the entrance with lights off
i still feel strange as i close my eyes inside my blanket
i feel like i'm floating, both eyes spinning
in this fabulous space, i feel completely shabby

totally shabby
the world thinks we own the whole world
even if we have what i wanted in my dreams
big house, big cars, big rings
the unfamiliar feeling of missing something
for someone who has accomplished everything
but i go out the door since i know i have something to return to

i keep remembering you between crossroads
you knew me when i had nothing else
i could smile at the thought of you
the place where you are

that place is probably mi casa
with you i'mma feel rich (yeah)
that place is no other than mi casa
turn it on, your switch (switch)
yeah

it's comfortable even as you say nothing
if you are there, they'll all be my home
you know i want that
home
you know you got that
home

one day
will you open the door for me
when the doorbell rings three times
so that i could give the parting words
that i did not finish
i'll tell you then

it's been a while, mi casa
with you i just feel rich
i'm back, hi, mi casa
you left it on, your switch (switch)
yeah

it's comfortable even as you say nothing
it became my home because you were there
you know i want that
home
you know you got that
home

your love your love your love (i miss that)
your love your love your love (i want that)
your touch your touch your touch (i need that)
la la la la la la la la la la i love it",2019
Jamais Vu ,0.241,"i think i lost again
you look like you're mad
in a blur, game over over over

if this was a game
i could just load it again
i guess i gotta deal with this, deal with this
real world

it'd be better if it was a game
because it hurts so much
i need to heal my medic
but i'm another star
blame myself since i was imperfect
brake in my head, brake in my step, always
all i wanted was to do well
i wanted to make you smile, damn

please give me a remedy
a remedy to make my heart beat again
(remedy)
what should i do now
please save me, give me another chance
please give me

a remedy, a melody
a memory that will be left just for me
if i stop right now
if i just turn it off, will all be more comfortable?

i'm fine but i'm not fine
i told myself i was used to it
it always hurts like it's the first time

not a good gamer, that's right, you can't control me
it keeps hurting 'cause of trial and error and 50,000-something else
my song lyrics, each gesture
i become afraid of every word, my jamais vu
again, i try to escape as always
but still, you grab me
even as my shadow grows
my life and yours are an equal sign
so my remedy is your remedy

please give me a remedy
a remedy that will make my heart beat again
(remedy)
what should i do now
please save me, give me another chance
please give me a

(remedy)
run and run again, stumble again
(honestly)
even if it repeats forever
i'll keep running

so give me a remedy
a remedy that will make my heart beat again
(remedy)
what should i do now
please save me, give me another chance

please give me a remedy
(so is this success, i came back)
a remedy that will make my heart beat again
(i'll concentrate on reaching you no matter what, falling, stumbling)
what should i do now?
(this familiar pain seizes on me again)
save me
(it's not easy this time either)
please give me another chance
(am i giving up? no, no never)
i won't give up",2019
Dionysus ,0.588,"drink it up
shot glasses (sippin’) link arms (tippin’)
one shot
thyrsus (grippin’) grape (eatin’)
drink it up
vibes (keep it) d style (rip it)
one shot
here (kill it) let’s steal it
the illest

just get drunk like dionysus
drink in one hand, thyrsus on the other
art splashing inside this clear crystal cup
art is alcohol too, if you can drink it, you'll get drunk fool
you dunno you dunno
you dunno what to do with
i'll show you i recommend you something different
from my mic made of ivy and rough wood
there is never a sound that comes out in one breath

until the sun comes up, where the party at
until we fall asleep, where the party at
sing it, sing it again
drink it, drink it again
we’re born again

drink it up (the pain of creation)
one shot (the scolding of this era)
drink it up (talking with myself)
one shot (okay now l’m ready fo the sho)

drink, drink, drink, drink up my glass ay
everyone all, fall, fall into this crazy artist
one drink (one shot), two drinks (two shots)
get drunk on art and say onghaeya

drink, drink, drink, drink up my glass ay
everyone fall, fall, fall into this crazy artist
one drink (one shot), two drinks (two shots)
hit the gong and say onghaeya

shot glasses (sippin’), linked arms (tippin’)
thyrsus (grippin’), grape (eatin’)
vibes (keep it) d style (rip it)
here (kill it) let’s steal it
the illest

i'm now in front of the door to the world
the cheers i hear when i get up on stage
can’t you see my stacked
broken thyrsus
at last i’m reborn

when the night comes
mumble mumble mumble
when the night comes
tumble tumble tumble
the bass, bass, bass filling the studio
bass drum goes like dum dum dum (yeah)

until the sun comes up, where the party at
until we fall asleep, where the party at
sing it, sing it again
drink it, drink it again
and we’re born again

drink it up (the pain of creation)
have a mouthful (the scolding of this era)
drink it up (talking with myself)
one shot (okay now l’m ready fo the sho)

drink, drink, drink, drink up my glass ay
everyone fall, fall, fall into this crazy artist
one drink (one shot), two drinks (two shots)
get drunk on art and say onghaeya

drink, drink, drink, drink up my glass ay
everyone fall, fall, fall into this crazy artist
one drink (one shot), two drinks (two shots)
hit the gong and call onghaeya

if we pop up
anywhere in the world, stadium party ay
born as a k-pop idol
reborn as an artist
reborn as an artist, reborn as an artist
what does it matter if i’m an idol or an artist, cheers
art at this level is over-drinking, over-drinking yeah
the new record is the fight against oneself, a fight yeah
toast to this, one shot
but i‘m still thirsty
what

you ready for this?
are you ready to get hyped up?
come on

drink, drink, drink, drink up my glass ay
everyone fall, fall, fall into this crazy artist
one drink (one shot), two drinks (two shots)
get drunk on art and say onghaeya

drink, drink, drink, drink up my glass ay
everyone fallin', fallin', fallin' into this crazy artist
one drink (one shot), two drinks (two shots)
hit the gong and call onghaeya

shot glasses (sippin’) linked arms (tippin’)
thyrsus (grippin’) grape (eatin’)
vibes (keep it) d style (rip it)
here (kill it), let’s steal it
the illest

shot glasses (sippin’) linked arms (tippin’)
thyrsus (grippin’) grape (eatin’)
vibes (keep it) d style (rip it)
here (kill it) let’s steal it
the illest",2019
Interlude: Shadow ,0.141,"i wanna be a rap star
i wanna be the top
i wanna be a rockstar
i want it all mine
i wanna be rich
i wanna be the king
i wanna go win
i wanna be …
i wanna be a rap star
i wanna be the top
i wanna be a rockstar
i want it all mine
i wanna be rich
i wanna be the king
i wanna be me
i want a big thing
oh boy let me see
i got a big dream yeah

ooh, i wondered everyday how far i’d go
i came to my senses and i find myself here
yeah, hmm, shadow at my feet
look down, it’s gotten even bigger
i run but the shadow follows, as dark as the light's intense
i’m afraid, flying high is terrifying
no one told me how lonely it is up here
i can leap in the air but also plunge, now i know
running away could be an option too, pause
people say, there’s splendor in that bright light
but my growing shadow swallows me and becomes a monster
up high, high, and higher, higher
i only go higher and vertigo overtakes me
i rise, rise, i hate it
i pray, i pray, hoping to be okay

the moment i’m flying high as i wished
my shadow grows in that blasting stark light
please don’t let me shine
don’t let me down
don’t let me fly
now i’m afraid
the moment i face myself brought lowest
it so happens that i’m flying the highest
please don’t let me shine
don’t let me down
don’t let me fly
now i’m scared
don’t let me shine

try smiling – what are you hesitating for?
wasn’t this the kind of thing you were hoping for?
or cry instead – what are you scared of?
wasn’t this the kind of thing you’d been wanting?
the life you hoped for, the life you wanted
the life you chose: you achieved everything without regrets
and on top of that, you have a big house, big cars, big rings
all the things you wanted, you’ve got it all
so what’s the problem? just enjoy it
or just let it go – no?
then run – or stop
don’t whine, just choose one or the other
you’re saying i never told you that? (yeah, yeah)
you’re asking me if i really didn’t know? (oh no)
i’ll simply take just as much as you own, whatever it is
that at times, your rest becomes your fall
do you finally get it? that giving it your best effort every time is what it means to do your best
hook]
i wanna be a rap star
i wanna be the top
i wanna be a rockstar
i want it all mine
i wanna be rich
i wanna be the king
i wanna go win
i wanna be …
i wanna be a rap star
i wanna be the top
i wanna be a rockstar
i want it all mine
i wanna be rich
i wanna be the king
i wanna be me
i wanna be …

yeah i’m you, you are me, now do you know
yeah you are me, i’m you, now you do know
we are one body, sometimes we will clash
you can never break me off, this you must know
yeah yeah can’t break me off, whatever you do
yeah you’ll be at ease if you admit it too
yeah succeed or fail, whichever way you flow
yeah you can’t escape, wherever you go
i am you, you are me, now you do know
you are me, i am you, now do you know
we are one body and we are gonna clash
we are you, we are me, this do you know",2019
